% Citation Request
% Murat KOKLU and ILKER ALI OZKAN
% KOKLU, M. and OZKAN, I.A., (2020), "Multiclass Classification of Dry Beans Using Computer Vision and Machine Learning Techniques." Computers and Electronics in Agriculture, 174, 105507. DOI: https://doi.org/10.1016/j.compag.2020.105507
% Citation Request
Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
34207,661.1,226.9,192.2,1.18,0.5314,34421,208.7,0.7743,0.9938,0.9834,0.9199,0.006632,0.002929,0.8462,0.9988,SEKER
34220,677.5,233.2,187,1.247,0.5976,34577,208.7,0.7738,0.9897,0.9368,0.8952,0.006814,0.002699,0.8013,0.9994,SEKER
34222,672,223.3,195.2,1.144,0.4853,34576,208.7,0.7843,0.9898,0.9523,0.9348,0.006525,0.003074,0.8739,0.9995,SEKER
34239,666.4,232.7,187.7,1.24,0.5909,34510,208.8,0.7696,0.9921,0.9687,0.8973,0.006796,0.002718,0.8052,0.998,SEKER
34246,684.3,229.9,190,1.21,0.5631,34732,208.8,0.7796,0.986,0.919,0.9082,0.006713,0.002818,0.8249,0.9982,SEKER
34253,672.5,228,191.4,1.191,0.5436,34556,208.8,0.7929,0.9912,0.9516,0.9159,0.006656,0.00289,0.8389,0.9995,SEKER
34254,668.7,224,194.9,1.149,0.4925,34575,208.8,0.7754,0.9907,0.9626,0.9324,0.006538,0.003049,0.8695,0.999,SEKER
34259,676.4,227.5,191.9,1.186,0.5376,34623,208.9,0.7701,0.9895,0.941,0.9179,0.006642,0.002908,0.8425,0.9991,SEKER
34276,689.6,229.6,190.4,1.206,0.5586,34738,208.9,0.7631,0.9867,0.9057,0.91,0.006697,0.002833,0.8282,0.9984,SEKER
34291,671.5,230.7,189.6,1.216,0.5693,34619,209,0.782,0.9905,0.9556,0.9059,0.006726,0.002794,0.8206,0.9982,SEKER
34313,671.8,220.9,198.1,1.115,0.4427,34600,209,0.797,0.9917,0.9553,0.9461,0.006439,0.003182,0.895,0.9982,SEKER
34321,669.5,228,191.8,1.189,0.5405,34652,209,0.7875,0.9904,0.9621,0.9169,0.006643,0.002896,0.8407,0.9992,SEKER
34327,677.3,231.2,189.3,1.221,0.5739,34714,209.1,0.7936,0.9889,0.9403,0.9044,0.006734,0.002779,0.818,0.9988,SEKER
34333,665.7,229.2,190.9,1.201,0.5537,34592,209.1,0.7791,0.9925,0.9736,0.9122,0.006676,0.002851,0.832,0.9992,SEKER
34337,667.8,229.8,190.6,1.206,0.5585,34583,209.1,0.8098,0.9929,0.9676,0.9099,0.006693,0.002829,0.8278,0.998,SEKER
34349,674.9,238.2,183.7,1.297,0.6366,34645,209.1,0.7834,0.9915,0.9477,0.8778,0.006936,0.00254,0.7706,0.9992,SEKER
34390,680.2,245,179,1.369,0.683,34759,209.3,0.7939,0.9894,0.9339,0.854,0.007125,0.002338,0.7294,0.9985,SEKER
34394,669.8,230.9,189.9,1.216,0.5689,34730,209.3,0.7817,0.9903,0.9635,0.9062,0.006714,0.002793,0.8212,0.9986,SEKER
34395,665.2,231.7,189.2,1.225,0.5774,34638,209.3,0.7912,0.993,0.9769,0.9031,0.006737,0.002765,0.8156,0.999,SEKER
34397,678.9,229.8,190.9,1.203,0.5563,34776,209.3,0.7722,0.9891,0.938,0.9108,0.00668,0.002835,0.8295,0.9983,SEKER
34410,684.5,232.5,188.9,1.23,0.5826,34802,209.3,0.8007,0.9887,0.9229,0.9004,0.006756,0.002739,0.8108,0.9975,SEKER
34412,667.2,234,187.4,1.248,0.5987,34677,209.3,0.7875,0.9924,0.9714,0.8947,0.006799,0.002687,0.8005,0.9993,SEKER
34419,687.8,224.1,195.6,1.146,0.4882,34885,209.3,0.7752,0.9866,0.9143,0.934,0.006512,0.003056,0.8723,0.9995,SEKER
34421,678,232.4,189.1,1.229,0.581,34762,209.3,0.7557,0.9902,0.9409,0.9008,0.006752,0.002742,0.8114,0.997,SEKER
34425,680.5,232.6,188.6,1.234,0.5858,34791,209.4,0.7589,0.9895,0.9342,0.8999,0.006758,0.002734,0.8098,0.9992,SEKER
34428,688.2,229.7,191.4,1.2,0.5532,34908,209.4,0.7778,0.9862,0.9135,0.9114,0.006673,0.00284,0.8306,0.997,SEKER
34441,675.7,228.7,191.9,1.192,0.5439,34826,209.4,0.7909,0.9889,0.948,0.9157,0.00664,0.002879,0.8384,0.9991,SEKER
34443,684.5,234.6,187.6,1.251,0.6006,34874,209.4,0.7847,0.9876,0.9238,0.8926,0.006811,0.002667,0.7968,0.9966,SEKER
34447,682.9,225.1,195.3,1.152,0.4969,34853,209.4,0.7458,0.9884,0.9282,0.9304,0.006534,0.003021,0.8657,0.9976,SEKER
34461,675.8,246.7,178.2,1.385,0.6918,34691,209.5,0.7702,0.9934,0.9483,0.849,0.00716,0.002294,0.7208,0.9982,SEKER
34469,666.8,230.2,191,1.205,0.558,34747,209.5,0.7897,0.992,0.9741,0.9102,0.006677,0.002827,0.8285,0.9984,SEKER
34474,672.3,225.6,194.7,1.159,0.5058,34774,209.5,0.7933,0.9914,0.9585,0.9285,0.006545,0.003,0.8621,0.9993,SEKER
34475,677.7,241,182.4,1.322,0.6539,34878,209.5,0.7765,0.9884,0.9433,0.8692,0.006992,0.002462,0.7555,0.9985,SEKER
34483,687.6,233.7,188.6,1.239,0.5908,35051,209.5,0.7407,0.9838,0.9166,0.8964,0.006778,0.0027,0.8036,0.996,SEKER
34491,674.7,233.2,188.6,1.237,0.5882,34829,209.6,0.7859,0.9903,0.9522,0.8987,0.006761,0.00272,0.8076,0.9987,SEKER
34503,678.2,236.5,185.9,1.272,0.6184,34885,209.6,0.7477,0.989,0.9425,0.8861,0.006856,0.002607,0.7851,0.9991,SEKER
34509,668.3,230.3,190.9,1.206,0.5594,34776,209.6,0.7837,0.9923,0.9709,0.9101,0.006674,0.002824,0.8282,0.9992,SEKER
34521,667.9,224.8,195.7,1.149,0.4919,34830,209.7,0.7858,0.9911,0.9724,0.9328,0.006511,0.003041,0.8701,0.9994,SEKER
34523,674,231.9,189.7,1.222,0.5751,34878,209.7,0.7859,0.9898,0.955,0.904,0.006718,0.002768,0.8172,0.9989,SEKER
34532,689.6,217,202.7,1.071,0.3571,35057,209.7,0.7683,0.985,0.9126,0.9662,0.006285,0.003378,0.9335,0.9994,SEKER
34543,670.9,235,187.3,1.255,0.6041,34826,209.7,0.7692,0.9919,0.9644,0.8923,0.006804,0.002661,0.7963,0.9992,SEKER
34543,669.5,227,194,1.17,0.5193,34827,209.7,0.7868,0.9918,0.9686,0.924,0.006571,0.002954,0.8537,0.999,SEKER
34594,670.1,233.4,188.9,1.236,0.5877,34848,209.9,0.7814,0.9927,0.9682,0.899,0.006748,0.002719,0.8083,0.999,SEKER
34600,673.3,231.4,190.5,1.215,0.5681,34919,209.9,0.7778,0.9909,0.9592,0.9069,0.006689,0.002791,0.8225,0.9994,SEKER
34601,685.6,226.5,194.7,1.163,0.5109,35048,209.9,0.7806,0.9872,0.9252,0.9266,0.006547,0.002977,0.8586,0.9988,SEKER
34622,683.4,235.9,187.1,1.261,0.6094,35010,210,0.7637,0.9889,0.9316,0.8899,0.006814,0.002636,0.792,0.9989,SEKER
34623,675.2,228.2,193.5,1.179,0.53,34965,210,0.7596,0.9902,0.9543,0.9201,0.006591,0.002914,0.8466,0.9983,SEKER
34626,667.8,231.9,190.5,1.217,0.5704,34913,210,0.7618,0.9918,0.9756,0.9055,0.006697,0.002777,0.8199,0.9982,SEKER
34629,671,233.1,189.7,1.229,0.5814,34915,210,0.7458,0.9918,0.9665,0.9007,0.006732,0.002733,0.8112,0.9971,SEKER
34631,670,229.3,192.4,1.192,0.5442,34953,210,0.7607,0.9908,0.9694,0.9156,0.006622,0.002871,0.8384,0.9993,SEKER
34635,667.6,227.1,194.4,1.168,0.5166,34929,210,0.764,0.9916,0.9764,0.9248,0.006556,0.002959,0.8553,0.999,SEKER
34638,677.3,234.7,188.3,1.246,0.5966,34989,210,0.7579,0.99,0.9488,0.8948,0.006776,0.00268,0.8007,0.9978,SEKER
34666,681,225.8,195.8,1.153,0.4978,35034,210.1,0.7978,0.9895,0.9393,0.9305,0.006513,0.003011,0.8658,0.9982,SEKER
34671,674.9,235.6,187.6,1.255,0.6046,35015,210.1,0.7658,0.9902,0.9566,0.8918,0.006795,0.002652,0.7954,0.9986,SEKER
34676,668.4,226.4,195.2,1.16,0.5069,34982,210.1,0.7779,0.9913,0.9753,0.9279,0.00653,0.002986,0.861,0.9989,SEKER
34680,669.6,231.3,191.2,1.209,0.5623,34941,210.1,0.7759,0.9925,0.9721,0.9086,0.006668,0.002804,0.8256,0.9984,SEKER
34700,690.4,233.6,189.5,1.233,0.5849,35154,210.2,0.7479,0.9871,0.9148,0.8997,0.006733,0.002721,0.8094,0.9979,SEKER
34703,676.4,230.8,191.8,1.203,0.5563,35025,210.2,0.7732,0.9908,0.9532,0.9109,0.00665,0.002824,0.8297,0.9985,SEKER
34722,670.4,227.3,194.7,1.167,0.5155,34999,210.3,0.7904,0.9921,0.9709,0.9252,0.006545,0.002958,0.856,0.999,SEKER
34729,671.2,228.8,193.7,1.182,0.5326,35043,210.3,0.7771,0.991,0.9687,0.919,0.006588,0.002899,0.8446,0.9979,SEKER
34733,670.6,228.3,193.9,1.178,0.5283,35019,210.3,0.7778,0.9918,0.9707,0.921,0.006574,0.002918,0.8483,0.9991,SEKER
34747,672.2,234.5,188.7,1.243,0.5937,35043,210.3,0.7841,0.9916,0.9663,0.8968,0.00675,0.002693,0.8043,0.9995,SEKER
34748,669.3,221.1,200.3,1.104,0.4237,35046,210.3,0.7705,0.9915,0.9749,0.9514,0.006363,0.003215,0.9051,0.9992,SEKER
34750,675.6,223.2,198.5,1.124,0.457,35091,210.3,0.8051,0.9903,0.9567,0.9424,0.006423,0.003125,0.8881,0.9985,SEKER
34757,686.8,231.2,191.7,1.206,0.5594,35150,210.4,0.7864,0.9888,0.926,0.9098,0.006653,0.002811,0.8277,0.9985,SEKER
34761,687.9,229.7,192.9,1.191,0.5432,35171,210.4,0.7768,0.9883,0.9232,0.9157,0.006609,0.002867,0.8386,0.9988,SEKER
34766,669.5,232.2,191,1.216,0.5686,35054,210.4,0.7521,0.9918,0.9748,0.9062,0.006678,0.002778,0.8212,0.9982,SEKER
34771,683.1,230.6,192.2,1.2,0.5526,35163,210.4,0.784,0.9889,0.9364,0.9125,0.006632,0.002836,0.8326,0.999,SEKER
34772,671.9,228,194.3,1.173,0.5233,35103,210.4,0.7632,0.9906,0.9678,0.9227,0.006558,0.002932,0.8513,0.999,SEKER
34774,677.7,228.5,194,1.178,0.5288,35139,210.4,0.7806,0.9896,0.9514,0.9208,0.006572,0.002914,0.8478,0.9989,SEKER
34787,677.3,230.9,192.6,1.198,0.551,35126,210.5,0.7268,0.9903,0.9528,0.9116,0.006636,0.002827,0.8311,0.9959,SEKER
34792,692.2,228,194.3,1.173,0.5232,35231,210.5,0.7849,0.9875,0.9125,0.923,0.006554,0.002934,0.8519,0.9996,SEKER
34794,693.5,237.5,187,1.27,0.6165,35187,210.5,0.7472,0.9888,0.909,0.8863,0.006826,0.002598,0.7855,0.9976,SEKER
34794,671.3,236.6,187.4,1.262,0.6104,35052,210.5,0.785,0.9926,0.9703,0.8896,0.0068,0.002627,0.7913,0.999,SEKER
34800,671.8,226.6,195.6,1.159,0.505,35120,210.5,0.7846,0.9909,0.969,0.9288,0.006513,0.002989,0.8626,0.9994,SEKER
34841,675.9,232,191.6,1.211,0.5636,35137,210.6,0.7891,0.9916,0.9585,0.908,0.006658,0.002792,0.8245,0.9981,SEKER
34841,670.2,223.7,198.5,1.127,0.461,35122,210.6,0.7876,0.992,0.9747,0.9414,0.006421,0.003111,0.8863,0.9988,SEKER
34847,686.6,236.4,188.1,1.257,0.606,35229,210.6,0.761,0.9892,0.9288,0.8909,0.006785,0.002637,0.7938,0.9979,SEKER
34850,674.3,230.4,192.8,1.195,0.548,35119,210.6,0.7725,0.9923,0.9632,0.9141,0.006612,0.002848,0.8356,0.999,SEKER
34865,680,224.8,197.7,1.137,0.4764,35256,210.7,0.7932,0.9889,0.9475,0.9371,0.006448,0.003068,0.8782,0.9988,SEKER
34878,671.5,225.4,197.1,1.143,0.4848,35188,210.7,0.7652,0.9912,0.9719,0.9349,0.006463,0.003045,0.874,0.9993,SEKER
34878,679.3,229.3,193.9,1.182,0.5334,35217,210.7,0.7845,0.9904,0.9499,0.919,0.006574,0.002893,0.8446,0.9986,SEKER
34879,690,236.2,188.4,1.254,0.6031,35298,210.7,0.7698,0.9881,0.9207,0.8922,0.006772,0.002647,0.796,0.998,SEKER
34879,675.5,223.8,198.9,1.125,0.4587,35258,210.7,0.7924,0.9893,0.9607,0.9416,0.006416,0.003112,0.8867,0.9978,SEKER
34882,680.1,234.5,189.5,1.237,0.589,35219,210.7,0.7929,0.9904,0.9478,0.8986,0.006723,0.002704,0.8075,0.9992,SEKER
34883,672.7,232.3,191.5,1.213,0.5664,35182,210.7,0.7997,0.9915,0.9688,0.9071,0.00666,0.002782,0.8229,0.9985,SEKER
34895,677.7,225.4,197.2,1.143,0.4838,35227,210.8,0.763,0.9906,0.9548,0.9353,0.006459,0.003048,0.8747,0.9995,SEKER
34911,677.5,235.3,189.3,1.243,0.5939,35252,210.8,0.7625,0.9903,0.9559,0.8962,0.006739,0.002681,0.8031,0.9982,SEKER
34911,670.1,232.4,191.4,1.214,0.5673,35204,210.8,0.7711,0.9917,0.9771,0.9072,0.006657,0.002782,0.823,0.9994,SEKER
34912,676,230.3,193.1,1.193,0.5449,35245,210.8,0.7744,0.9906,0.96,0.9154,0.006597,0.002858,0.838,0.9994,SEKER
34924,816.6,258.3,181.6,1.422,0.711,37992,210.9,0.7121,0.9192,0.6581,0.8163,0.007397,0.002026,0.6664,0.9477,SEKER
34934,687.8,230.2,193.7,1.188,0.54,35445,210.9,0.7571,0.9856,0.928,0.9163,0.006588,0.002865,0.8397,0.9976,SEKER
34936,682.6,232,192.1,1.208,0.5611,35353,210.9,0.7868,0.9882,0.9423,0.909,0.006641,0.002797,0.8263,0.9982,SEKER
34945,675.2,235,189.6,1.24,0.591,35231,210.9,0.76,0.9919,0.9633,0.8976,0.006725,0.002693,0.8057,0.9989,SEKER
34958,672.5,231.3,192.6,1.201,0.5535,35254,211,0.7979,0.9916,0.9714,0.9123,0.006615,0.002826,0.8322,0.9993,SEKER
34960,681.5,237.6,188,1.264,0.6116,35342,211,0.8035,0.9892,0.946,0.8881,0.006795,0.002608,0.7887,0.9969,SEKER
34968,673.3,238.1,187.1,1.272,0.6183,35218,211,0.7555,0.9929,0.9693,0.8862,0.006809,0.00259,0.7853,0.9992,SEKER
34968,750.4,242.8,184.3,1.317,0.651,35858,211,0.7434,0.9752,0.7804,0.869,0.006944,0.002442,0.7551,0.9947,SEKER
34971,673.2,235,189.7,1.239,0.5903,35269,211,0.7825,0.9916,0.9697,0.8979,0.00672,0.002695,0.8063,0.9989,SEKER
34980,675.2,233,191.3,1.218,0.5707,35276,211,0.7853,0.9916,0.9642,0.9057,0.006661,0.002765,0.8203,0.999,SEKER
34995,679.7,237,188.1,1.26,0.6081,35298,211.1,0.758,0.9914,0.9519,0.8907,0.006772,0.002629,0.7933,0.9994,SEKER
35022,670.7,231.8,192.6,1.204,0.5566,35293,211.2,0.7918,0.9923,0.9784,0.9108,0.00662,0.002811,0.8296,0.9986,SEKER
35031,675.6,232.1,192.5,1.205,0.5583,35369,211.2,0.799,0.9904,0.9643,0.9101,0.006625,0.002803,0.8282,0.9982,SEKER
35042,676.6,225.6,197.9,1.14,0.4802,35380,211.2,0.8,0.9904,0.9618,0.9362,0.006438,0.003051,0.8765,0.9993,SEKER
35049,679.4,229,195.1,1.174,0.5236,35349,211.2,0.7775,0.9915,0.9542,0.9226,0.006533,0.00292,0.8512,0.9991,SEKER
35059,671.7,230,194.3,1.184,0.5351,35314,211.3,0.7777,0.9928,0.9764,0.9185,0.006561,0.00288,0.8436,0.9986,SEKER
35062,701.9,223.3,200.3,1.115,0.4422,35579,211.3,0.7787,0.9855,0.8942,0.9464,0.006368,0.003151,0.8956,0.9985,SEKER
35066,674.5,229,195.1,1.174,0.5237,35356,211.3,0.7887,0.9918,0.9685,0.9225,0.006532,0.002918,0.8511,0.9991,SEKER
35069,692.2,234.2,191.2,1.225,0.5776,35563,211.3,0.7527,0.9861,0.9197,0.9021,0.006679,0.002729,0.8138,0.9969,SEKER
35081,677.6,234.8,190.6,1.232,0.5841,35395,211.3,0.7684,0.9911,0.9603,0.9001,0.006693,0.00271,0.8102,0.9982,SEKER
35083,687.9,229.6,194.9,1.178,0.5287,35513,211.4,0.7676,0.9879,0.9317,0.9203,0.006546,0.002897,0.847,0.9978,SEKER
35083,685.5,228,196.2,1.162,0.5094,35477,211.4,0.7827,0.9889,0.9382,0.927,0.006498,0.002961,0.8594,0.9987,SEKER
35085,693.7,245.9,181.9,1.352,0.6732,35658,211.4,0.7355,0.9839,0.9161,0.8594,0.00701,0.002359,0.7386,0.9988,SEKER
35087,678.1,237.3,188.5,1.259,0.6075,35477,211.4,0.7689,0.989,0.9587,0.8907,0.006763,0.002626,0.7934,0.9988,SEKER
35091,688.2,225.9,198,1.141,0.4812,35466,211.4,0.7803,0.9894,0.931,0.9359,0.006436,0.003046,0.8759,0.9992,SEKER
35091,685.8,232.5,192.6,1.207,0.56,35452,211.4,0.7624,0.9898,0.9375,0.9091,0.006626,0.002792,0.8265,0.9976,SEKER
35105,687.9,232.4,192.5,1.207,0.5602,35508,211.4,0.7827,0.9887,0.9322,0.9098,0.006619,0.002798,0.8277,0.9992,SEKER
35106,688.7,231.1,193.6,1.194,0.5465,35503,211.4,0.7874,0.9888,0.9302,0.9148,0.006583,0.002844,0.8368,0.9992,SEKER
35106,680.3,234.4,191,1.227,0.5794,35445,211.4,0.8104,0.9904,0.9531,0.9021,0.006676,0.002727,0.8138,0.9985,SEKER
35122,679.8,231.8,193.1,1.2,0.5529,35481,211.5,0.7844,0.9899,0.955,0.9123,0.0066,0.00282,0.8323,0.9989,SEKER
35123,685.2,233.2,192,1.215,0.5677,35457,211.5,0.7919,0.9906,0.94,0.9067,0.00664,0.002769,0.8222,0.9987,SEKER
35128,669.7,228.4,196,1.166,0.5137,35376,211.5,0.7855,0.993,0.9844,0.9259,0.006502,0.002948,0.8574,0.9993,SEKER
35130,678,239.2,187.2,1.278,0.6227,35473,211.5,0.7801,0.9903,0.9603,0.8842,0.006809,0.002567,0.7819,0.9992,SEKER
35131,684.2,234.5,190.9,1.228,0.5807,35466,211.5,0.75,0.9906,0.9431,0.9018,0.006676,0.002724,0.8133,0.999,SEKER
35134,668.9,226.3,198,1.143,0.4843,35360,211.5,0.7976,0.9936,0.9868,0.9348,0.00644,0.003033,0.8738,0.9987,SEKER
35145,681.1,243.8,183.7,1.327,0.6573,35444,211.5,0.7828,0.9916,0.9521,0.8678,0.006936,0.002426,0.7531,0.9993,SEKER
35149,682.4,238.9,187.4,1.275,0.6202,35509,211.5,0.7825,0.9899,0.9486,0.8854,0.006798,0.002577,0.7839,0.9994,SEKER
35162,673.5,230.2,194.6,1.183,0.5341,35450,211.6,0.7863,0.9919,0.9742,0.919,0.006548,0.002881,0.8446,0.999,SEKER
35165,676.1,232.9,192.4,1.211,0.5635,35463,211.6,0.7858,0.9916,0.9668,0.9086,0.006623,0.002784,0.8256,0.9993,SEKER
35175,706.5,226.8,197.7,1.147,0.4902,35707,211.6,0.7736,0.9851,0.8855,0.9331,0.006448,0.003015,0.8707,0.999,SEKER
35176,680.4,235.8,190,1.241,0.5921,35499,211.6,0.7954,0.9909,0.9547,0.8975,0.006703,0.002683,0.8056,0.9996,SEKER
35208,678.5,232.3,193.5,1.201,0.5535,35535,211.7,0.7677,0.9908,0.961,0.9115,0.006598,0.002809,0.8308,0.9975,SEKER
35221,674.7,237.3,189.1,1.255,0.6039,35484,211.8,0.7628,0.9926,0.9723,0.8925,0.006737,0.002636,0.7965,0.9993,SEKER
35223,674.3,231.3,194.3,1.19,0.5423,35537,211.8,0.7668,0.9912,0.9735,0.9157,0.006566,0.002848,0.8385,0.998,SEKER
35237,676.1,233.9,192,1.218,0.5711,35502,211.8,0.7783,0.9925,0.9688,0.9055,0.006639,0.002753,0.8199,0.9988,SEKER
35246,683.3,240.1,187,1.284,0.6273,35599,211.8,0.7813,0.9901,0.9487,0.8823,0.006812,0.002547,0.7785,0.9996,SEKER
35247,682.6,235,191.2,1.229,0.5811,35605,211.8,0.759,0.9899,0.9507,0.9015,0.006667,0.002716,0.8127,0.9987,SEKER
35254,687,225.1,199.7,1.127,0.4613,35676,211.9,0.7698,0.9882,0.9385,0.9414,0.006384,0.003092,0.8862,0.9987,SEKER
35259,677.8,234.9,191.3,1.228,0.5803,35577,211.9,0.7522,0.9911,0.9644,0.902,0.006662,0.002721,0.8137,0.9991,SEKER
35272,682.7,232.1,193.6,1.199,0.5518,35619,211.9,0.7799,0.9903,0.951,0.9129,0.006581,0.00282,0.8334,0.9993,SEKER
35272,682.9,230.1,195.4,1.177,0.5278,35637,211.9,0.7751,0.9898,0.9505,0.9211,0.006523,0.002896,0.8484,0.9988,SEKER
35277,676.9,238.6,188.8,1.264,0.6114,35527,211.9,0.7876,0.993,0.9676,0.8884,0.006762,0.002599,0.7893,0.9974,SEKER
35283,681.4,224,200.8,1.115,0.4427,35589,212,0.7791,0.9914,0.955,0.9463,0.006348,0.00314,0.8955,0.9987,SEKER
35287,677.9,223.6,201.1,1.112,0.4374,35627,212,0.7894,0.9905,0.9648,0.9479,0.006337,0.003156,0.8985,0.9991,SEKER
35288,677,232.6,193.4,1.203,0.5558,35608,212,0.795,0.991,0.9676,0.9112,0.006592,0.002803,0.8303,0.9988,SEKER
35300,685.6,238.2,188.8,1.262,0.6098,35640,212,0.7672,0.9905,0.9437,0.89,0.006748,0.002611,0.792,0.9993,SEKER
35302,679,235.9,190.7,1.237,0.5886,35644,212,0.7817,0.9904,0.9622,0.8986,0.006683,0.002688,0.8075,0.9988,SEKER
35304,686.4,234.6,192,1.222,0.5744,35737,212,0.7899,0.9879,0.9416,0.9037,0.006646,0.002734,0.8166,0.9976,SEKER
35313,691.2,233.2,193.1,1.207,0.5603,35743,212,0.7739,0.988,0.9288,0.9094,0.006603,0.002786,0.8271,0.9986,SEKER
35316,682.9,237.8,189.2,1.256,0.6055,35637,212.1,0.7606,0.991,0.9516,0.8918,0.006733,0.002627,0.7953,0.9993,SEKER
35321,682.9,232.9,193.4,1.204,0.5573,35670,212.1,0.7615,0.9902,0.9518,0.9104,0.006595,0.002794,0.8288,0.9982,SEKER
35330,682.7,234.6,192,1.222,0.5747,35655,212.1,0.7469,0.9909,0.9526,0.9039,0.006641,0.002735,0.8171,0.9984,SEKER
35337,677.2,229,196.6,1.165,0.5124,35671,212.1,0.7653,0.9906,0.9682,0.9263,0.00648,0.002943,0.8581,0.9993,SEKER
35338,680.8,227.5,198,1.149,0.4919,35669,212.1,0.7877,0.9907,0.958,0.9325,0.006437,0.003003,0.8696,0.9988,SEKER
35339,677.9,228.9,197,1.162,0.5093,35667,212.1,0.7646,0.9908,0.9663,0.9268,0.006476,0.002948,0.859,0.9982,SEKER
35344,694.8,234.4,192.4,1.218,0.5713,35807,212.1,0.7625,0.9871,0.92,0.9051,0.006631,0.002746,0.8193,0.9982,SEKER
35352,684.1,231.5,194.7,1.189,0.5414,35760,212.2,0.7554,0.9886,0.9492,0.9164,0.006549,0.002849,0.8397,0.9988,SEKER
35354,687.7,235,191.8,1.225,0.5777,35726,212.2,0.7544,0.9896,0.9393,0.9028,0.006647,0.002724,0.815,0.9985,SEKER
35354,681.2,237.3,189.9,1.25,0.5997,35666,212.2,0.7686,0.9913,0.9573,0.8941,0.006712,0.002646,0.7994,0.999,SEKER
35364,683.3,222.3,202.9,1.096,0.4087,35761,212.2,0.7922,0.9889,0.9517,0.9546,0.006286,0.003219,0.9112,0.9984,SEKER
35376,681.4,236.6,190.5,1.242,0.593,35693,212.2,0.7707,0.9911,0.9574,0.897,0.006688,0.002671,0.8046,0.9992,SEKER
35377,687.8,237.9,189.5,1.255,0.6045,35712,212.2,0.782,0.9906,0.9399,0.8922,0.006724,0.002628,0.796,0.9993,SEKER
35384,679.7,235.8,191.3,1.232,0.5843,35698,212.3,0.748,0.9912,0.9626,0.9003,0.006663,0.0027,0.8106,0.9988,SEKER
35402,681.5,231,195.3,1.183,0.5338,35696,212.3,0.7759,0.9918,0.9578,0.9191,0.006525,0.002872,0.8447,0.9989,SEKER
35403,678.4,234,192.9,1.213,0.5661,35713,212.3,0.7707,0.9913,0.9666,0.9074,0.006609,0.002764,0.8233,0.9988,SEKER
35408,684.2,241.9,186.7,1.296,0.636,35765,212.3,0.7351,0.99,0.9505,0.8777,0.006832,0.002501,0.7703,0.9982,SEKER
35410,704.7,228.6,197.4,1.158,0.5037,35997,212.3,0.766,0.9837,0.896,0.929,0.006454,0.002966,0.8631,0.9992,SEKER
35412,675.1,228,197.9,1.152,0.4963,35693,212.3,0.7959,0.9921,0.9763,0.9313,0.006439,0.002988,0.8673,0.999,SEKER
35414,681,237.1,190.4,1.246,0.5963,35729,212.3,0.7647,0.9912,0.9597,0.8955,0.006696,0.002656,0.8018,0.9988,SEKER
35432,681.4,233.7,193.2,1.21,0.5627,35757,212.4,0.7906,0.9909,0.9591,0.9087,0.006597,0.002774,0.8257,0.9989,SEKER
35437,685.7,228,198.2,1.15,0.4943,35804,212.4,0.7815,0.9897,0.9472,0.9315,0.006435,0.002988,0.8677,0.9981,SEKER
35438,678.4,233.2,193.7,1.204,0.5567,35726,212.4,0.7936,0.9919,0.9676,0.911,0.00658,0.002795,0.8298,0.9989,SEKER
35438,677.4,234.4,192.6,1.217,0.57,35725,212.4,0.7675,0.992,0.9704,0.9061,0.006615,0.002751,0.821,0.9993,SEKER
35442,698.9,236.9,191,1.24,0.5914,36046,212.4,0.7296,0.9832,0.9118,0.8968,0.006683,0.002667,0.8043,0.9974,SEKER
35442,681.2,228.8,197.6,1.158,0.5039,35791,212.4,0.7916,0.9902,0.9599,0.9286,0.006454,0.002961,0.8624,0.9984,SEKER
35450,681,235.8,191.6,1.231,0.583,35744,212.5,0.7755,0.9918,0.9606,0.901,0.006652,0.002704,0.8118,0.9991,SEKER
35454,677.2,235.5,191.9,1.228,0.5801,35744,212.5,0.7817,0.9919,0.9715,0.9021,0.006643,0.002713,0.8137,0.999,SEKER
35467,683.5,226.9,199.3,1.139,0.4787,35845,212.5,0.7667,0.9895,0.954,0.9364,0.006399,0.003034,0.8768,0.9986,SEKER
35473,687.2,241.1,187.6,1.285,0.6277,35874,212.5,0.7913,0.9888,0.9438,0.8817,0.006795,0.002533,0.7773,0.9985,SEKER
35481,679.1,237.9,190.1,1.252,0.6013,35754,212.5,0.789,0.9924,0.9668,0.8934,0.006705,0.002635,0.7982,0.999,SEKER
35499,688.5,228.5,198,1.154,0.4993,35887,212.6,0.7717,0.9892,0.9411,0.9303,0.006437,0.002975,0.8655,0.9989,SEKER
35507,682.1,239.2,189.1,1.265,0.6124,35835,212.6,0.7819,0.9908,0.9589,0.8888,0.006738,0.002593,0.7899,0.9993,SEKER
35510,677,227.2,199.3,1.14,0.4796,35799,212.6,0.772,0.9919,0.9737,0.9361,0.006397,0.00303,0.8763,0.9986,SEKER
35511,702,224.1,204.2,1.098,0.4128,36641,212.6,0.7591,0.9692,0.9055,0.9487,0.006312,0.003153,0.9,0.9881,SEKER
35517,678.8,233,194.2,1.2,0.5523,35881,212.7,0.7716,0.9899,0.9686,0.9127,0.00656,0.002808,0.833,0.9993,SEKER
