# source: https://data.world/data-society/european-soccer-data
country,date,home_team,away_team,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
Belgium,2015-08-15,Sporting Lokeren,KV Mechelen,2,0,2.25,3.25,3.2,2.2,3.3,3.2,2.3,3.3,2.9
Belgium,2015-08-15,Waasland-Beveren,SV Zulte-Waregem,2,1,2.88,3.3,2.4,2.75,3.25,2.5,2.65,3.3,2.5
Belgium,2015-08-15,KRC Genk,KVC Westerlo,2,1,1.4,4.75,7.0,1.42,4.1,8.0,1.45,4.0,7.0
Belgium,2015-08-16,KV Oostende,RSC Anderlecht,3,1,4.0,3.75,1.83,4.0,3.5,1.87,3.8,3.45,1.9
Belgium,2015-08-16,KAA Gent,Sint-Truidense VV,1,0,1.36,4.75,8.5,1.36,4.75,7.75,1.35,4.8,7.6
Belgium,2015-08-16,Oud-Heverlee Leuven,Sporting Charleroi,2,0,2.9,3.3,2.38,3.2,3.3,2.2,2.9,3.3,2.3
Belgium,2015-08-23,RSC Anderlecht,Sporting Lokeren,1,0,1.53,4.2,5.75,1.55,4.33,6.0,1.5,4.0,6.1
Belgium,2015-08-23,Standard de Liege,KV Oostende,1,2,1.75,3.75,4.5,1.75,3.6,4.6,1.7,3.6,4.7
Belgium,2015-08-22,KV Mechelen,Oud-Heverlee Leuven,2,1,1.75,3.75,4.5,1.67,4.0,4.5,1.65,3.6,5.1
Belgium,2015-08-22,SV Zulte-Waregem,Club Brugge KV,2,0,3.2,3.4,2.2,3.0,3.5,2.2,3.1,3.3,2.2
Belgium,2015-08-23,KV Kortrijk,KAA Gent,0,0,3.4,3.5,2.05,3.6,3.3,2.05,3.6,3.3,2.0
Belgium,2015-08-22,Sporting Charleroi,KVC Westerlo,0,0,1.53,4.0,6.0,1.55,3.9,6.0,1.5,4.0,6.1
Belgium,2015-08-22,Waasland-Beveren,Royal Excel Mouscron,3,3,2.0,3.4,3.75,1.95,3.4,3.75,2.0,3.3,3.6
Belgium,2015-08-21,Sint-Truidense VV,KRC Genk,3,1,3.2,3.4,2.2,3.3,3.4,2.1,3.6,3.3,2.0
Belgium,2015-08-30,Club Brugge KV,Standard de Liege,7,1,1.75,3.5,4.75,1.8,3.6,4.2,1.8,3.5,4.2
Belgium,2015-08-28,KRC Genk,Sporting Charleroi,2,0,1.85,3.6,4.0,1.9,3.6,3.75,1.8,3.5,4.2
Belgium,2015-08-29,KAA Gent,KV Mechelen,2,2,1.5,3.8,7.5,1.45,4.25,6.75,1.45,4.0,7.0
Belgium,2015-08-29,Oud-Heverlee Leuven,Sint-Truidense VV,1,0,2.05,3.6,3.4,2.1,3.5,3.2,2.1,3.3,3.3
Belgium,2015-08-30,Sporting Lokeren,Waasland-Beveren,1,2,1.44,4.33,7.0,1.5,3.9,6.75,1.55,3.9,5.6
Belgium,2015-08-29,Royal Excel Mouscron,KV Kortrijk,0,1,3.1,3.1,2.4,2.9,3.25,2.4,2.75,3.3,2.4
Belgium,2015-08-29,KV Oostende,SV Zulte-Waregem,0,2,1.91,3.5,4.0,1.91,3.4,4.0,1.9,3.5,3.7
Belgium,2015-08-30,KVC Westerlo,RSC Anderlecht,0,3,5.5,4.0,1.57,6.0,3.9,1.55,5.0,3.9,1.6
Belgium,2015-09-13,RSC Anderlecht,KRC Genk,0,0,1.62,4.0,5.0,1.62,4.0,5.0,1.6,3.7,5.4
Belgium,2015-09-13,Standard de Liege,Sporting Lokeren,0,1,1.8,3.75,4.1,1.83,3.6,4.0,1.9,3.45,3.8
Belgium,2015-09-12,KV Mechelen,KVC Westerlo,2,2,1.5,4.0,7.0,1.53,3.8,6.5,1.55,3.9,5.6
Belgium,2015-09-12,SV Zulte-Waregem,KAA Gent,1,1,3.5,3.4,2.05,3.5,3.4,2.05,3.5,3.3,2.05
Belgium,2015-09-11,Royal Excel Mouscron,Club Brugge KV,2,1,5.75,4.2,1.53,5.75,4.2,1.53,6.1,4.0,1.5
Belgium,2015-09-12,KV Kortrijk,Oud-Heverlee Leuven,0,0,1.95,3.5,3.8,1.91,3.6,3.7,1.85,3.45,4.0
Belgium,2015-09-12,Waasland-Beveren,KV Oostende,1,5,3.1,3.6,2.15,3.1,3.6,2.15,3.1,3.3,2.2
Belgium,2015-09-13,Sint-Truidense VV,Sporting Charleroi,1,1,2.5,3.2,2.88,2.5,3.1,2.85,2.5,3.3,2.65
Belgium,2015-09-20,Club Brugge KV,Waasland-Beveren,5,1,1.22,5.75,13.0,1.25,5.5,12.0,1.25,5.5,10.3
Belgium,2015-09-20,KAA Gent,Standard de Liege,4,1,1.7,3.75,4.75,1.75,3.5,4.75,1.75,3.5,4.5
Belgium,2015-09-18,KRC Genk,KV Mechelen,3,1,1.83,3.6,4.2,1.78,3.6,4.4,1.8,3.5,4.2
Belgium,2015-09-19,KV Oostende,KV Kortrijk,1,0,1.91,3.5,4.0,1.9,3.5,3.9,1.9,3.5,3.7
Belgium,2015-09-19,Sporting Lokeren,Royal Excel Mouscron,1,2,1.5,4.1,6.5,1.5,3.9,6.75,1.5,4.0,6.1
Belgium,2015-09-20,Sporting Charleroi,RSC Anderlecht,1,1,3.7,3.5,1.95,3.8,3.4,1.95,3.8,3.45,1.9
Belgium,2015-09-19,Oud-Heverlee Leuven,SV Zulte-Waregem,2,3,2.63,3.3,2.6,2.65,3.25,2.6,2.65,3.3,2.5
Belgium,2015-09-19,KVC Westerlo,Sint-Truidense VV,0,3,2.45,3.1,3.0,2.55,3.3,2.65,2.55,3.4,2.55
Belgium,2015-09-27,RSC Anderlecht,Sint-Truidense VV,1,0,1.29,5.5,10.0,1.3,5.25,9.25,1.25,5.5,10.3
Belgium,2015-09-26,Standard de Liege,Oud-Heverlee Leuven,2,2,1.57,4.2,5.25,1.6,3.7,5.75,1.6,3.9,5.0
Belgium,2015-09-26,KV Mechelen,Sporting Charleroi,0,1,2.2,3.4,3.2,2.15,3.6,3.1,2.2,3.3,3.1
Belgium,2015-09-25,SV Zulte-Waregem,KVC Westerlo,4,2,1.44,4.2,7.5,1.5,4.2,6.0,1.45,4.0,7.0
Belgium,2015-09-26,Royal Excel Mouscron,KV Oostende,2,2,3.1,3.4,2.25,3.0,3.5,2.2,3.1,3.3,2.2
Belgium,2015-09-27,Sporting Lokeren,Club Brugge KV,0,1,3.75,3.4,2.0,3.5,3.4,2.05,3.5,3.4,2.0
Belgium,2015-09-27,KV Kortrijk,KRC Genk,1,0,3.1,3.3,2.3,2.75,3.25,2.5,2.75,3.3,2.4
Belgium,2015-09-26,Waasland-Beveren,KAA Gent,1,3,5.25,4.2,1.57,5.5,3.8,1.6,5.0,3.9,1.6
England,2015-08-09,Arsenal,West Ham United,0,2,1.29,6.0,12.0,1.28,5.75,10.5,1.33,4.8,8.3
England,2015-08-08,Bournemouth,Aston Villa,0,1,2.0,3.6,4.0,2.0,3.3,3.7,2.1,3.3,3.3
England,2015-08-08,Chelsea,Swansea City,2,2,1.36,5.0,11.0,1.4,4.75,9.0,1.33,4.8,8.3
England,2015-08-08,Everton,Watford,2,2,1.7,3.9,5.5,1.7,3.5,5.0,1.7,3.6,4.7
England,2015-08-08,Leicester City,Sunderland,4,2,1.95,3.5,4.33,2.0,3.3,3.75,2.0,3.3,3.6
England,2015-08-08,Manchester United,Tottenham Hotspur,1,0,1.65,4.0,6.0,1.65,4.0,5.5,1.65,3.6,5.1
England,2015-08-09,Newcastle United,Southampton,2,2,2.88,3.3,2.7,2.8,3.1,2.75,2.65,3.3,2.5
England,2015-08-08,Norwich City,Crystal Palace,1,3,2.55,3.3,3.0,2.6,3.2,2.7,2.4,3.2,2.85
England,2015-08-09,Stoke City,Liverpool,0,1,3.4,3.4,2.3,3.2,3.4,2.3,2.9,3.3,2.3
England,2015-08-10,West Bromwich Albion,Manchester City,0,3,5.75,4.0,1.67,4.75,4.0,1.65,5.1,3.6,1.65
England,2015-10-24,Arsenal,Everton,2,1,1.44,4.75,8.0,1.44,4.6,7.25,1.45,4.0,7.0
England,2015-10-24,Aston Villa,Swansea City,1,2,3.0,3.3,2.6,2.7,3.2,2.6,2.75,3.2,2.5
England,2015-10-25,Bournemouth,Tottenham Hotspur,1,5,3.4,3.5,2.25,3.3,3.3,2.25,3.2,3.2,2.2
England,2015-10-24,Leicester City,Crystal Palace,1,0,2.2,3.6,3.4,2.25,3.3,3.1,2.2,3.2,3.2
England,2015-10-25,Liverpool,Southampton,1,1,2.05,3.6,3.8,2.05,3.5,3.6,1.85,3.45,4.0
England,2015-10-25,Manchester United,Manchester City,0,0,2.6,3.5,2.8,2.65,3.3,2.85,2.6,3.2,2.6
England,2015-10-24,Norwich City,West Bromwich Albion,0,1,2.0,3.5,4.2,2.0,3.3,3.7,2.1,3.3,3.3
England,2015-10-24,Stoke City,Watford,0,2,2.1,3.3,4.0,2.1,3.25,3.5,2.0,3.3,3.6
England,2015-10-25,Sunderland,Newcastle United,3,0,2.6,3.4,2.9,2.55,3.3,2.65,2.3,3.3,2.9
England,2015-10-24,West Ham United,Chelsea,2,1,4.0,3.8,1.95,3.6,3.7,2.0,3.8,3.45,1.9
England,2015-10-31,Chelsea,Liverpool,1,3,2.1,3.5,3.75,2.1,3.3,3.4,2.1,3.2,3.4
England,2015-10-31,Crystal Palace,Manchester United,0,0,3.8,3.5,2.1,3.4,3.4,2.1,3.4,3.2,2.1
England,2015-11-01,Everton,Sunderland,6,2,1.5,4.5,7.5,1.5,4.0,6.5,1.5,4.0,6.1
England,2015-10-31,Manchester City,Norwich City,2,1,1.29,6.0,12.0,1.28,5.75,9.0,1.22,5.5,12.0
England,2015-10-31,Newcastle United,Stoke City,0,0,2.4,3.4,3.2,2.4,3.3,3.0,2.5,3.3,2.65
England,2015-11-01,Southampton,Bournemouth,2,0,1.55,4.33,6.5,1.55,4.0,5.75,1.55,4.0,5.5
England,2015-10-31,Swansea City,Arsenal,0,3,5.0,4.0,1.75,4.5,3.6,1.75,4.7,3.6,1.7
England,2015-11-02,Tottenham Hotspur,Aston Villa,3,1,1.44,4.75,8.0,1.42,4.33,7.25,1.4,4.4,7.3
England,2015-10-31,Watford,West Ham United,2,0,2.6,3.4,2.9,2.6,3.2,2.7,2.6,3.2,2.6
England,2015-10-31,West Bromwich Albion,Leicester City,2,3,2.9,3.4,2.6,2.6,3.3,2.6,2.65,3.3,2.5
England,2015-11-08,Arsenal,Tottenham Hotspur,1,1,1.73,4.0,5.0,1.72,3.8,4.4,1.6,3.9,5.0
England,2015-11-08,Aston Villa,Manchester City,0,0,7.5,5.0,1.44,7.0,4.33,1.44,6.1,4.0,1.5
England,2015-11-07,Bournemouth,Newcastle United,0,1,2.25,3.5,3.4,2.25,3.4,3.1,2.2,3.3,3.1
England,2015-11-07,Leicester City,Watford,2,1,1.85,3.8,4.5,1.85,3.6,4.0,1.85,3.45,4.0
England,2015-11-08,Liverpool,Crystal Palace,1,2,1.67,3.8,6.0,1.67,3.7,5.0,1.6,3.7,5.4
England,2015-11-07,Manchester United,West Bromwich Albion,2,0,1.33,5.25,12.0,1.33,5.0,8.75,1.35,4.8,7.6
England,2015-11-07,Norwich City,Swansea City,1,0,2.45,3.4,3.1,2.55,3.2,2.85,2.5,3.3,2.65
England,2015-11-07,Stoke City,Chelsea,1,0,3.8,3.6,2.05,3.6,3.25,2.05,3.3,3.3,2.1
England,2015-11-07,Sunderland,Southampton,0,1,4.75,3.8,1.8,4.75,3.6,1.75,4.0,3.45,1.85
England,2015-11-07,West Ham United,Everton,1,1,2.6,3.5,2.8,2.55,3.3,2.7,2.5,3.3,2.65
England,2015-11-21,Chelsea,Norwich City,1,0,1.4,5.0,9.0,1.4,4.75,8.0,1.4,4.4,7.3
England,2015-11-23,Crystal Palace,Sunderland,0,1,1.57,4.0,7.0,1.57,3.8,5.75,1.65,3.6,5.1
England,2015-11-21,Everton,Aston Villa,4,0,1.57,4.2,6.5,1.57,3.9,5.75,1.55,3.9,5.6
England,2015-11-21,Manchester City,Liverpool,1,4,1.7,4.0,5.5,1.7,3.75,5.5,1.7,3.6,4.7
England,2015-11-21,Newcastle United,Leicester City,0,3,2.88,3.6,2.5,2.65,3.4,2.5,2.65,3.3,2.5
England,2015-11-21,Southampton,Stoke City,0,1,1.57,4.0,7.0,1.57,3.9,5.75,1.65,3.6,5.1
England,2015-11-21,Swansea City,Bournemouth,2,2,1.91,3.6,4.5,1.85,3.6,4.5,1.9,3.45,3.8
England,2015-11-22,Tottenham Hotspur,West Ham United,4,1,1.57,4.2,6.5,1.57,4.1,5.25,1.6,3.7,5.4
England,2015-11-21,Watford,Manchester United,1,2,4.33,3.4,2.0,3.9,3.4,2.0,3.8,3.45,1.9
England,2015-11-21,West Bromwich Albion,Arsenal,2,1,7.0,4.33,1.53,6.0,4.33,1.53,5.6,3.9,1.55
England,2015-11-28,Aston Villa,Watford,2,3,2.75,3.3,2.8,2.75,3.0,2.75,2.5,3.3,2.65
England,2015-11-28,Bournemouth,Everton,3,3,2.9,3.6,2.5,2.65,3.4,2.5,2.75,3.3,2.4
England,2015-11-28,Crystal Palace,Newcastle United,5,1,1.7,3.9,5.5,1.72,3.8,4.4,1.75,3.5,4.5
England,2015-11-28,Leicester City,Manchester United,1,1,3.1,3.5,2.4,2.95,3.4,2.4,2.9,3.3,2.3
England,2015-11-29,Liverpool,Swansea City,1,0,1.44,4.75,8.0,1.45,4.4,7.5,1.5,4.0,6.1
England,2015-11-28,Manchester City,Southampton,3,1,1.6,4.33,6.0,1.6,4.2,5.25,1.5,4.0,6.1
England,2015-11-29,Norwich City,Arsenal,1,1,6.0,4.2,1.62,5.25,4.1,1.62,6.1,4.0,1.5
England,2015-11-28,Sunderland,Stoke City,2,0,3.2,3.3,2.45,3.0,3.1,2.4,2.75,3.3,2.4
England,2015-11-29,Tottenham Hotspur,Chelsea,0,0,2.6,3.4,2.9,2.6,3.1,2.9,2.6,3.2,2.6
England,2015-11-29,West Ham United,West Bromwich Albion,1,1,2.05,3.5,4.0,2.05,3.25,3.6,2.0,3.3,3.6
England,2015-12-05,Arsenal,Sunderland,3,1,1.29,6.0,13.0,1.26,6.25,10.5,1.22,5.5,12.0
England,2015-12-05,Chelsea,Bournemouth,0,1,1.36,5.25,9.5,1.38,5.0,8.0,1.35,4.8,7.6
England,2015-12-07,Everton,Crystal Palace,1,1,2.1,3.6,3.75,2.1,3.3,3.4,2.0,3.3,3.6
England,2015-12-05,Manchester United,West Ham United,0,0,1.44,4.5,9.0,1.44,4.33,8.0,1.4,4.4,7.3
England,2015-12-06,Newcastle United,Liverpool,2,0,5.75,4.33,1.62,5.5,4.0,1.62,5.4,3.7,1.6
England,2015-12-05,Southampton,Aston Villa,1,1,1.5,4.5,7.5,1.5,4.25,6.0,1.45,4.0,7.0
England,2015-12-05,Stoke City,Manchester City,2,0,5.25,4.0,1.7,5.0,3.7,1.72,4.7,3.6,1.7
England,2015-12-05,Swansea City,Leicester City,0,3,2.7,3.4,2.75,2.75,3.25,2.65,2.65,3.3,2.5
England,2015-12-05,Watford,Norwich City,2,0,2.15,3.5,3.6,2.15,3.2,3.4,2.0,3.3,3.6
England,2015-12-05,West Bromwich Albion,Tottenham Hotspur,1,1,4.75,3.6,1.85,3.9,3.4,1.91,3.8,3.45,1.9
England,2015-12-13,Aston Villa,Arsenal,0,2,6.5,4.2,1.57,6.5,3.9,1.57,5.5,4.0,1.55
England,2015-12-12,Bournemouth,Manchester United,2,1,3.4,3.4,2.3,3.2,3.3,2.3,3.0,3.2,2.3
England,2015-12-12,Crystal Palace,Southampton,1,0,2.6,3.3,3.0,2.6,3.25,2.65,2.5,3.2,2.75
England,2015-12-14,Leicester City,Chelsea,2,1,3.2,3.5,2.35,3.0,3.3,2.4,3.0,3.2,2.3
England,2015-12-13,Liverpool,West Bromwich Albion,2,2,1.4,4.75,10.0,1.4,4.5,8.5,1.4,4.4,7.3
England,2015-12-12,Manchester City,Swansea City,2,1,1.3,6.0,11.0,1.3,5.25,11.0,1.3,5.0,9.0
England,2015-12-12,Norwich City,Everton,1,1,2.9,3.5,2.55,2.8,3.3,2.55,2.65,3.3,2.5
England,2015-12-12,Sunderland,Watford,0,1,2.9,3.3,2.63,2.9,3.1,2.65,2.6,3.2,2.6
England,2015-12-13,Tottenham Hotspur,Newcastle United,1,2,1.36,5.5,9.0,,,,1.4,4.4,7.3
England,2015-12-12,West Ham United,Stoke City,0,0,2.63,3.3,2.9,2.65,3.1,2.9,2.5,3.3,2.65
England,2015-12-21,Arsenal,Manchester City,2,1,2.45,3.5,3.0,2.45,3.4,3.0,2.5,3.3,2.65
England,2015-12-19,Chelsea,Sunderland,3,1,1.33,5.25,12.0,1.33,5.25,10.0,1.33,4.8,8.3
England,2015-12-19,Everton,Leicester City,2,3,2.1,3.75,3.6,2.1,3.4,3.3,2.1,3.3,3.3
England,2015-12-19,Manchester United,Norwich City,1,2,1.45,4.5,8.5,1.45,4.5,7.75,1.5,4.0,6.1
England,2015-12-19,Newcastle United,Aston Villa,1,1,2.05,3.5,4.0,2.05,3.3,3.6,2.0,3.3,3.6
England,2015-12-19,Southampton,Tottenham Hotspur,0,2,2.7,3.4,2.8,2.6,3.3,2.6,2.6,3.2,2.6
England,2015-12-19,Stoke City,Crystal Palace,1,2,2.5,3.2,3.2,2.5,3.2,2.8,2.4,3.2,2.85
England,2015-12-20,Swansea City,West Ham United,0,0,2.1,3.4,3.9,2.1,3.25,3.5,2.1,3.3,3.3
England,2015-12-20,Watford,Liverpool,3,0,4.2,3.6,1.95,4.0,3.3,2.0,3.6,3.3,2.0
England,2015-12-19,West Bromwich Albion,Bournemouth,1,2,2.55,3.3,3.0,2.5,3.25,2.75,2.5,3.2,2.75
England,2015-12-26,Aston Villa,West Ham United,1,1,2.63,3.25,2.75,2.65,3.25,2.75,2.65,3.3,2.5
England,2015-12-26,Bournemouth,Crystal Palace,0,0,2.4,3.3,3.0,2.45,3.4,2.9,2.4,3.3,2.75
England,2015-12-26,Chelsea,Watford,2,2,1.44,4.5,7.5,1.45,4.6,7.0,1.4,4.4,7.3
England,2015-12-26,Liverpool,Leicester City,1,0,1.91,3.8,3.8,1.95,3.7,3.75,1.9,3.45,3.8
England,2015-12-26,Manchester City,Sunderland,4,1,1.2,7.0,13.0,1.22,6.25,14.5,1.2,5.8,13.0
England,2015-12-26,Newcastle United,Everton,0,1,3.2,3.5,2.2,3.1,3.5,2.25,2.9,3.3,2.3
England,2015-12-26,Southampton,Arsenal,4,0,3.6,3.5,2.05,3.5,3.5,2.1,3.3,3.3,2.1
England,2015-12-26,Stoke City,Manchester United,2,0,3.25,3.2,2.3,3.1,3.25,2.4,2.75,3.3,2.4
England,2015-12-26,Swansea City,West Bromwich Albion,1,0,1.91,3.4,4.5,1.91,3.4,4.4,2.0,3.3,3.6
England,2015-12-26,Tottenham Hotspur,Norwich City,3,0,1.4,4.75,8.0,1.42,4.4,7.0,1.45,4.0,7.0
England,2015-12-28,Arsenal,Bournemouth,2,0,1.44,4.75,8.0,1.44,4.5,8.0,1.42,4.3,7.0
England,2015-12-28,Crystal Palace,Swansea City,0,0,2.1,3.4,4.0,2.05,3.3,4.0,2.0,3.3,3.6
England,2015-12-28,Everton,Stoke City,3,4,1.95,3.6,4.2,1.95,3.3,3.9,1.9,3.45,3.8
England,2015-12-29,Leicester City,Manchester City,0,0,4.33,4.0,1.85,4.0,4.0,1.85,3.8,3.45,1.9
England,2015-12-28,Manchester United,Chelsea,0,0,2.6,3.3,3.0,2.6,3.25,2.9,2.6,3.2,2.6
England,2015-12-28,Norwich City,Aston Villa,2,0,2.05,3.6,3.8,2.0,3.3,3.7,2.0,3.3,3.6
England,2015-12-30,Sunderland,Liverpool,0,1,5.5,3.9,1.7,5.0,3.75,1.72,4.5,3.5,1.75
England,2015-12-28,Watford,Tottenham Hotspur,1,2,3.75,3.5,2.1,3.5,3.3,2.15,3.3,3.3,2.1
England,2015-12-28,West Bromwich Albion,Newcastle United,1,0,2.2,3.25,3.75,2.2,3.25,3.2,2.1,3.3,3.3
England,2015-12-28,West Ham United,Southampton,2,1,3.6,3.4,2.2,3.25,3.3,2.2,2.9,3.3,2.3
England,2015-08-14,Aston Villa,Manchester United,0,1,5.5,3.8,1.73,5.0,3.75,1.75,5.0,3.6,1.67
England,2015-08-16,Crystal Palace,Arsenal,1,2,5.25,3.9,1.73,5.0,3.75,1.75,4.7,3.6,1.7
England,2015-08-17,Liverpool,Bournemouth,1,0,1.45,4.75,8.0,1.48,4.75,7.25,1.4,4.4,7.3
England,2015-08-16,Manchester City,Chelsea,3,0,2.1,3.5,3.75,2.1,3.4,3.7,2.1,3.3,3.3
England,2015-08-15,Southampton,Everton,0,3,1.95,3.6,4.33,1.95,3.5,4.1,2.1,3.2,3.4
England,2015-08-15,Sunderland,Norwich City,1,3,2.5,3.3,3.1,2.5,3.1,3.2,2.3,3.3,2.9
England,2015-08-15,Swansea City,Newcastle United,2,0,1.95,3.6,4.33,1.95,3.5,3.7,1.9,3.45,3.8
England,2015-08-15,Tottenham Hotspur,Stoke City,2,2,1.8,3.75,5.0,1.8,3.7,4.1,1.7,3.6,4.7
England,2015-08-15,Watford,West Bromwich Albion,0,0,2.3,3.4,3.4,2.3,3.2,3.1,2.4,3.2,2.85
England,2015-08-15,West Ham United,Leicester City,1,2,2.25,3.5,3.4,2.25,3.2,3.5,2.2,3.3,3.1
England,2016-01-02,Arsenal,Newcastle United,1,0,1.29,6.5,11.0,1.28,5.5,11.0,1.3,5.0,9.0
England,2016-01-03,Crystal Palace,Chelsea,0,3,3.8,3.5,2.1,3.8,3.2,2.1,3.1,3.3,2.2
England,2016-01-03,Everton,Tottenham Hotspur,1,1,2.8,3.5,2.63,2.7,3.4,2.6,2.6,3.2,2.6
England,2016-01-02,Leicester City,Bournemouth,0,0,1.91,3.75,4.33,1.95,3.4,3.8,1.9,3.45,3.8
England,2016-01-02,Manchester United,Swansea City,2,1,1.55,4.2,7.0,1.55,3.8,7.0,1.5,4.0,6.1
England,2016-01-02,Norwich City,Southampton,1,0,3.2,3.4,2.4,2.9,3.25,2.4,2.9,3.3,2.3
England,2016-01-02,Sunderland,Aston Villa,3,1,2.5,3.25,3.2,2.5,3.1,2.9,2.3,3.3,2.9
England,2016-01-02,Watford,Manchester City,1,2,5.0,4.0,1.75,4.75,3.75,1.75,4.7,3.6,1.7
England,2016-01-02,West Bromwich Albion,Stoke City,2,1,2.8,3.2,2.8,2.8,3.1,2.7,2.55,3.1,2.75
England,2016-01-02,West Ham United,Liverpool,2,0,4.0,3.5,2.05,3.8,3.4,2.05,3.3,3.3,2.1
England,2016-01-12,Aston Villa,Crystal Palace,1,0,3.2,3.25,2.45,3.0,3.2,2.45,2.6,3.2,2.6
England,2016-01-12,Bournemouth,West Ham United,1,3,2.0,3.6,4.0,2.0,3.4,3.9,2.1,3.3,3.3
England,2016-01-13,Swansea City,Sunderland,2,4,1.8,3.6,5.25,1.78,3.7,4.6,1.75,3.5,4.5
England,2016-01-13,Liverpool,Arsenal,3,3,2.88,3.4,2.6,2.9,3.25,2.6,2.75,3.3,2.4
England,2016-01-13,Chelsea,West Bromwich Albion,2,2,1.44,4.5,9.0,1.44,4.4,8.5,1.4,4.4,7.3
England,2016-01-13,Manchester City,Everton,0,0,1.53,4.75,6.0,1.53,4.75,5.75,1.45,4.0,7.0
England,2016-01-12,Newcastle United,Manchester United,3,3,5.0,3.7,1.8,5.0,3.6,1.75,4.2,3.5,1.8
England,2016-01-13,Southampton,Watford,2,0,1.95,3.5,4.33,2.0,3.4,4.1,2.0,3.3,3.6
England,2016-01-13,Stoke City,Norwich City,3,1,2.05,3.3,4.2,2.05,3.4,3.8,2.0,3.3,3.6
England,2016-01-13,Tottenham Hotspur,Leicester City,0,1,1.75,3.8,5.25,1.75,3.8,4.6,1.75,3.5,4.5
England,2016-01-16,Aston Villa,Leicester City,1,1,3.6,3.4,2.2,3.5,3.3,2.15,2.9,3.3,2.3
England,2016-01-16,Bournemouth,Norwich City,3,0,1.91,3.6,4.5,1.9,3.5,4.25,1.9,3.45,3.8
England,2016-01-16,Chelsea,Everton,3,3,1.83,3.75,4.75,1.83,3.8,4.4,1.75,3.5,4.5
England,2016-01-17,Liverpool,Manchester United,0,1,2.3,3.25,3.5,2.3,3.1,3.5,2.5,3.2,2.75
England,2016-01-16,Manchester City,Crystal Palace,4,0,1.4,5.25,8.5,1.4,5.0,8.25,1.4,4.4,7.3
England,2016-01-16,Newcastle United,West Ham United,2,1,2.5,3.4,3.0,2.55,3.2,2.9,2.6,3.2,2.6
England,2016-01-16,Southampton,West Bromwich Albion,3,0,1.73,3.75,5.5,1.72,3.5,5.5,1.8,3.5,4.2
England,2016-01-17,Stoke City,Arsenal,0,0,4.33,3.6,1.95,4.0,3.6,1.95,3.8,3.45,1.9
England,2016-01-18,Swansea City,Watford,1,0,2.38,3.25,3.4,2.4,3.25,3.1,2.3,3.3,2.9
England,2016-01-16,Tottenham Hotspur,Sunderland,4,1,1.36,5.25,9.5,1.36,5.0,8.5,1.37,4.6,7.5
England,2016-01-24,Arsenal,Chelsea,0,1,2.1,3.5,3.9,2.05,3.3,4.0,2.2,3.25,3.3
England,2016-01-23,Crystal Palace,Tottenham Hotspur,1,3,3.6,3.5,2.15,3.4,3.2,2.15,3.2,3.2,2.2
England,2016-01-24,Everton,Swansea City,1,2,1.73,3.8,5.5,1.72,3.6,4.75,1.7,3.6,4.7
England,2016-01-23,Leicester City,Stoke City,3,0,2.1,3.5,3.8,2.1,3.25,3.5,2.0,3.3,3.6
England,2016-01-23,Manchester United,Southampton,0,1,1.91,3.5,4.75,1.9,3.4,4.4,1.8,3.5,4.2
England,2016-01-23,Norwich City,Liverpool,4,5,4.33,3.5,1.95,4.0,3.5,1.95,3.6,3.3,2.0
England,2016-01-23,Sunderland,Bournemouth,1,1,3.0,3.4,2.5,2.8,3.2,2.5,2.65,3.3,2.5
England,2016-01-23,Watford,Newcastle United,2,1,2.05,3.5,4.0,2.1,3.4,3.3,2.0,3.3,3.6
England,2016-01-23,West Bromwich Albion,Aston Villa,0,0,2.1,3.3,4.0,2.1,3.2,3.5,2.15,3.25,3.25
England,2016-01-23,West Ham United,Manchester City,2,2,5.0,4.0,1.73,4.6,4.0,1.72,4.7,3.6,1.7
England,2016-02-02,Arsenal,Southampton,0,0,1.75,3.75,5.25,1.8,3.5,4.75,1.75,3.5,4.5
England,2016-02-02,Leicester City,Liverpool,2,0,2.63,3.4,2.88,2.6,3.2,2.8,2.6,3.2,2.6
England,2016-02-02,Norwich City,Tottenham Hotspur,0,3,4.5,3.75,1.85,4.25,3.4,1.85,3.8,3.45,1.9
England,2016-02-02,Sunderland,Manchester City,0,1,8.0,4.75,1.45,6.75,4.5,1.48,6.1,4.0,1.5
England,2016-02-03,Watford,Chelsea,0,0,4.33,3.5,1.95,4.1,3.4,1.95,3.6,3.3,2.0
England,2016-02-02,West Ham United,Aston Villa,2,0,1.91,3.5,4.75,1.85,3.5,4.1,1.9,3.45,3.8
England,2016-02-02,Crystal Palace,Bournemouth,1,2,2.45,3.3,3.2,2.4,3.2,2.9,2.3,3.2,3.0
England,2016-02-02,Manchester United,Stoke City,3,0,1.7,3.75,5.75,1.67,3.7,5.5,1.75,3.5,4.5
England,2016-02-02,West Bromwich Albion,Swansea City,1,1,2.63,3.1,3.1,2.5,3.1,2.9,2.5,3.05,2.85
England,2016-02-03,Everton,Newcastle United,3,0,1.65,4.2,5.5,1.67,3.5,5.25,1.65,3.7,4.9
England,2016-02-06,Aston Villa,Norwich City,2,0,2.45,3.2,3.3,2.4,3.2,2.9,2.4,3.2,2.85
England,2016-02-07,Bournemouth,Arsenal,0,2,3.8,3.5,2.1,3.7,3.4,2.05,3.6,3.3,2.0
